лæппу	522
Ды	520
царды	517
еще	515
ног	515
только	513
гæсгæ	512
чысыл	511
ÆМÆ	500
ни	499
каст	497
никуы	496
разы	494
Синдбад	494
вы	492
чызг	489
хæдзары	488
фæдыл	486
исты	483
мах	481
когда	479
алы	473
Стæй	472
æ	471
фылдæр	463
для	461
чтобы	461
него	451
хсæн	448
цыдæр	445
ууыл	444
йæхæдæг	441
рухс	441
иннæ	440
уæдæ	440
фæци	437
ам	436
уже	433
зæгъын	432
ус	432
лæджы	428
æнæ	427
се	427
Чи	427
ном	426
нæма	425
Как	422
æма	420
Куыд	419
кæсы	410
дæм	408
дæу	407
Гъе	406
цæуы	406
фæнды	404
рæстæг	397
мæнæ	396
кæнæ	395
ХИГИНС	393
до	391
кодтон	391
цæстытæ	390
мæн	385
ахуыр	382
ныхæстæ	380
радта	377
æрцыд	375
если	373
рæсугъд	373
сыл	371
хур	369
дон	367
зæрдæйы	367
мæгуыр	367
уымæ	367
куыст	365
бын	364
уыдаид	364
кой	362
Уæдæ	362
ме	358
райдыдта	358
Афтæ	354
уал	352
фыд	351
къух	350
уæдмæ	348
На	347
себя	347
уд	347
хабар	346
ыл	345
иунæг	344
æви	342
with	342
дзуры	342
æцæг	341
адæймаг	341
ран	337
мы	336
бæсты	335
цæмæн	335
her	333
чем	333
Ацы	329
Что	329
сæхи	328
бар	327
У	327
his	326
бакодта	326
были	326
зонын	326
кæмæн	326
дзырд	325
къухы	324
ничи	323
æмæ-иу	319
маст	319
нæм	318
рæстæджы	318
даже	316
зæххыл	316
была	315
мад	315
æртæ	312
I	312
ли	312
that	310
баззад	310
Зæронд	310
иууылдæр	309
нет	309
тебя	309
ним	308
сæрмæ	308
цæй	308
цалдæр	308
или	302
тæккæ	302
вот	300
дзæбæх	297
себе	295
фæцис	294
Уым	293
Цæй	293
дзуапп	292
ей	292
зын	292
бæрц	291
старик	291
for	290
С	289
фырт	289
чызджы	288
Æрмæст	287
стæм	284
дзырдта	281
кæныс	279
тагъд	279
Да	277
уын	277
æппæт	276
Мах	275
хъæр	275
мæнæн	274
мой	274
ноджы	274
цыд	274
Ахæм	273
где	273
дарддæр	273
he	272
æвæццæгæн	271
дард	270
кæна	270
вас	269
зæхх	269
Мæнæ	269
адæймаджы	268
дзурын	268
зыдта	268
урс	268
фæстаг	267
будет	266
быть	266
доны	266
федта	266
боны	265
зонд	264
Кæй	264
цæст	264
кæрон	263
них	262
хатты	262
Элиза	262
ба	261
хицау	261
æнхъæлмæ	260
зæгъы	260
уæлдай	260
бæрзонд	259
теперь	259
хай	259
во	258
диссаг	257
уыдонæй	254
фесты	254
цъæх	254
Афтæмæй	253
под	252
бæрæг	251
бацыд	251
фарсмæ	250
тебе	249
Цыма	249
Хуыцау	248
my	247
вам	247
может	246
нас	246
Уæддæр	246
хуызы	246
бынтон	245
зæрдыл	245
Миссис	245
над	245
уайтагъд	245
хæдзармæ	245
время	244
зæрдæмæ	244
Раст	244
мидæг	242
ней	242
уж	242
цæсгом	242
Вот	241
рацыд	241
тых	241
фæндаг	241
больше	240
им	239
цин	238
без	237
день	237
со	237
Ирыстоны	236
кто	236
скодта	236
Когда	234
мыггаг	233
своей	233
того	233
цæуын	233
цас	233
уой	232
дæхи	231
Она	231
уаид	231
ныхмæ	229
суанг	229
фыст	229
ку	228
Уыдон	228
кæнынмæ	227
Хелл	227
on	226
мæхи	226
Пикеринг	226
уыдтæн	226
бынат	225
да	225
Кæм	225
один	225
was	224
есть	222
Мæн	222
хæдзар	222
мыл	221
цалынмæ	221
Бирæ	220
всех	220
æгæр	219
as	219
фæзынд	219
йæхицæн	218
уырыссаг	217
all	215
адæмæн	215
Ты	215
кæсын	214
систа	214
Лæг	213
сдзырдта	213
уæлæ	213
азты	211
ахъуыды	211
де	211
там	211
уды	211
очень	210
сæрыл	210
фаг	210
байдыдта	209
къухæй	209
мог	209
раздæр	209
фæкаст	209
аз	208
Так	208
том	208
абон	207
бæстæ	207
Все	207
дуар	207
ныртæккæ	207
сыгъдæг	207
Уæ	207
иумæ	205
йемæ	204
конд	204
ныфс	204
фыды	204
кæнæм	203
райста	203
сæры	202
человек	202
стал	201
мæт	200
потом	200
is	199
ацыд	199
лæгæн	199
ахст	198
лæууы	198
перед	198
фæкодта	198
дыккаг	197
Ирон	197
ничего	197
хæсты	197
Хорз	197
цæстæй	197
Уалынмæ	196
Адæймаг	195
Йе	195
жизнь	194
хæстæг	194
it	193
кæнон	193
уыйау	193
Ам	192
исчи	192
цæттæ	192
этого	192
потому	191
уæд-иу	191
æваст	190
æхсæв	190
нам	190
уæззау	190
фæндагыл	190
хæст	190
1986	189
кард	189
туг	189
by	188
гæнæн	188
искуы	188
æвзæр	187
æппындæр	187
Адæм	187
кæрæдзи	187
кодтам	187
лæппуйы	187
мæлæт	187
æвзаг	186
ома	185
амонд	184
бафарста	184
ферох	184
Это	184
æхца	183
мыййаг	183
хъуыд	183
зарæг	182
нее	181
снова	181
денджызы	180
Дыууæ	180
К	180
тем	180
уырдæм	180
цæсты	180
Нал	179
Цæмæй	179
Æвæццæгæн	178
you	178
Дой	178
тынгдæр	178
нырма	177
Они	176
паддзах	176
æвзагыл	175
е	175
Вы	174
кæндзæн	174
къухтæ	174
Ма	174
федтон	174
æгас	173
Ну	173
загътон	172
комы	172
Нет	172
глаза	171
мард	171
МИССИС	171
кодтай	170
арæх	168
арф	168
диссаджы	168
Дулитл	168
дыл	168
бонтæ	167
дзаг	167
друг	167
Уымæн	167
Аргъау	166
райдыдтой	166
хæлар	166
хос	166
хуры	166
from	165
Мæнæн	165
скъолаты	165
тогда	165
фидар	165
байгом	164
жизни	164
куыддæр	164
куысты	164
рдæм	164
Теперь	164
тот	164
y	163
no	162
й	162
нæдæр	162
разæй	162
уыдоны	162
фæнд	162
цур	162
вдруг	161
Зарæг	161
здесь	161
свою	161
та-иу	161
чиныг	161
at	160
she	160
арт	160
Нæй	160
онг	160
хъуыдытæ	160
этом	160
æххæст	159
кæныны	159
сам	159
сылгоймаг	159
дардта	158
зæххы	158
кæддæр	158
который	158
араст	157
базыдта	157
дело	157
ногæй	157
Онегин	157
цуры	157
этот	157
2	156
уазал	156
хабæрттæ	156
цавæрдæр	156
бакаст	155
бынаты	155
мæнæй	155
ЭЛИЗÆ	155
бæх	154
даргъ	154
Если	154
которые	154
лæууыд	154
хистæр	154
Акакий	153
бахæццæ	153
кад	153
мин	153
Цæмæн	153
æд	152
Азау	152
астæу	152
бæргæ	152
Поэзи	152
сабыр	152
скъолайы	152
тас	152
гъе	151
Кто	151
Лæппу	151
хицæн	151
Æвзаг	150
æхсызгон	150
Дин	150
Зонад	150
сæрты	150
уыдонæн	150
Истори	149
лучше	149
раджы	149
Радио	149
Цæгат	149
Ау	148
байдыдтой	148
Барад	148
баст	148
весь	148
Дзырдуат	148
Дигоронау	148
Клуб	148
лет	148
Медицинæ	148
ницыуал	148
Политикæ	148
Прозæ	148
сæрæй	148
Спорт	148
Этнографи	148
Юмор	148
адæмæй	147
зæхмæ	147
йæхимæ	147
карз	147
уарзт	147
хæс	147
or	146
арæзт	146
цыдысты	146
æнхъæл	145
мæнмæ	145
сразы	145
хъæлæсæй	145
цардæй	145
август	144
касти	144
Пирс	144
куыста	143
риуы	143
свои	143
уаты	143
аргъ	142
ахæмтæ	142
кæнут	142
кæсалгæ	142
нем	142
сердце	142
хъуыддаджы	142
иунæгæй	141
комкоммæ	141
ардæм	140
дары	140
наконец	140
рауад	140
тоже	139
хъæрæй	139
дис	138
дымгæ	138
Фыццаг	138
хæццæ	138
хъæлæс	138
хъарм	138
цыди	138
Æви	137
Æцæг	137
зæгъ	137
зоныс	137
кæмæ	137
куыннæ	137
люди	137
æрмæстдæр	136
авд	136
Мы	136
народ	136
несколько	136
никогда	136
райсом	136
Сау	136
Стыр	136
your	135
ми	135
слова	135
but	134
егъау	134
зыны	134
паддзахы	134
Фал	134
Æндæр	133
so	133
ведь	133
дунейы	133
загътой	133
июль	133
свой	133
бады	132
увидел	132
1984	131
дæргъы	131
можно	131
сагъæс	131
много	130
ппæт	130
радтой	130
сахат	130
сызгъæрин	130
хъыг	130
дзуары	129
дуне	129
между	129
при	129
тæлмац	129
хæссы	129
him	128
дæуæн	128
кæф	128
ласта	128
разынд	128
1	127
алыварс	127
ин	127
йеддæмæ	127
мæйы	127
Мне	127
ныв	127
сахуыр	127
такой	127
тут	127
фæлмæн	127
фарс	127
б	126
Зазайы	126
митæ	126
подумал	126
собой	126
эти	126
аив	125
арв	125
Арсен	125
Дыккаг	125
кæнгæйæ	125
надо	125
рыба	125
тыхджын	125
фæхъæр	125
цыбыр	125
æнахуыр	124
всем	124
мæй	124
своего	124
уарзон	124
фæндыд	124
цыфæнды	124
акодта	123
вæййынц	123
моя	123
сси	123
цæуыл	123
æддæмæ	122
алчи	122
дзырдтой	122
Иннæ	122
Тынг	122
хъус	122
Йæхи	121
людей	121
уæм	121
æнцад	120
более	120
МÆ	120
нему	120
Ой	120
рагæй	120
фынæй	120
цыппар	120
адтæй	119
бæлвырд	119
бамбæрста	119
дзæвгар	119
дуг	119
кæс	119
миссис	119
цæстæнгас	119
мыггаджы	118
поэт	118
руки	118
своих	118
совсем	118
усы	118
хæринаг	118
цæрын	118
цæстытыл	118
æгъдау	117
бынмæ	117
бынтондæр	117
дуджы	117
зонгæ	117
лишь	117
ныхасы	117
хъæды	117
афон	116
будто	116
дзыхæй	116
1987	115
другой	115
ж	115
лыстæг	115
рох	115
советон	115
уарзта	115
Алы	114
бонты	114
Дæу	114
дзаумæттæ	114
знаю	114
ПИКЕРИНГ	114
ракодта	114
солнце	114
фæллад	114
фæцыд	114
Где	113
иттæг	113
кæдæм	113
кæндзынæн	113
кæуыл	113
мады	113
рагон	113
руку	113
уырдыгæй	113
are	112
ауыдта	112
Гъемæ	112
сымах	112
уавæр	112
хæрз	112
чидæр	112
этой	112
балцы	111
моей	111
портрет	111
тох	111
уæздан	111
фадат	111
фондз	111
хоть	111
человека	111
this	110
бынæй	110
Иры	110
кæрты	110
мидæмæ	110
уæлдæр	110
хуыдтой	110
цавæр	110
цымæ	110
not	109
ахицæн	109
всего	109
дома	109
искæй	109
иууыл	109
кæсгæйæ	109
маймулитæ	109
свет	109
своим	109
уыдонмæ	109
хъæбæр	109
ысты	109
æрцыди	108
Акакиевич	108
ахаста	108
бакодтой	108
всегда	108
два	108
кæмæй	108
сентябрь	108
сонт	108
сырх	108
уæлæмæ	108
бæлæгъы	107
бинонтæ	107
думал	107
зынаргъ	107
Ис	107
кастысты	107
нымад	107
радзырдта	107
уæдæй	107
хаста	107
цæстыты	107
æрæмбырд	106
be	106
мæсты	106
мæхæдæг	106
Ницы	106
Номхыгъдмæ	106
об	106
фæстагмæ	106
хуыз	106
хъуыддæгтæ	106
цæры	106
æдзух	105
æнæхъæн	105
бæстæйы	105
голову	105
кæной	105
кодтаид	105
лæгмæ	105
тæрхон	105
Цымæ	105
ЧИ	105
1989	104
æрбацыд	104
its	104
now	104
their	104
бамбарын	104
дæуæй	104
долго	104
иуы	104
кæныныл	104
Мæнмæ	104
мадæлон	104
май	104
мной	104
ночь	104
рог	104
сæхимæ	104
туджы	104
фæрцы	104
фестад	104
фехъуыста	104
хохы	104
чингуытæ	104
Æ	103
our	103
ахуырады	103
дæс	103
дом	103
земли	103
Кæнæ	103
рад	103
уæдта	103
Уымæй	103
хорзæхæй	103
Хуыцауы	103
хъæу	103
хъал	103
хъаст	103
цыдæртæ	103
Ыстæй	103
Базел	102
вместе	102
знал	102
куыстмæ	102
къæхты	102
ныффыста	102
октябрь	102
Потом	102
уыны	102
фæсивæд	102
фæстæдæр	102
цæстытæй	102
горæты	101
дæхæдæг	101
Его	101
институты	101
Кæддæр	101
кæмдæр	101
кæндзысты	101
мои	101
Ныртæккæ	101
сыстад	101
Уæдмæ	101
хæрдмæ	101
хуртæ	101
æнкъард	100
me	100
дзæгъæлы	100
иннæтæ	100
кæрæдзийы	100
свое	100
скъола	100
сфæнд	100
сылгоймаджы	100
фырты	100
Хъуамæ	100
Челе	100
через	100
æвæрд	99
æрыгон	99
had	99
Ай	99
аккаг	99
Барон	99
дарæс	99
зæгъон	99
За	99
ком	99
къæхтæ	99
Къостайы	99
мидбылты	99
просто	99
три	99
Цалынмæ	99
чепена	99
Æниу	98
видел	98
кæйдæр	98
кæронмæ	98
кæцæй	98
кусæг	98
сейчас	98
тар	98
1990	97
æргом	97
бафтыд	97
галиу	97
пока	97
райхъал	97
скодтой	97
уæвгæйæ	97
худ	97
хъæздыг	97
хъæлдзæг	97
цыдæриддæр	97
has	96
делать	96
зыдтон	96
Мæсгуыты	96
совершенно	96
тагъддæр	96
уай	96
Фредди	96
Чысыл	96
æлдар	95
Бæргæ	95
буар	95
Дæуæн	95
къаддæр	95
Ме	95
нужно	95
после	95
руаджы	95
тех	95
уавæры	95
уынджы	95
ы	95
æрæвæрдта	94
they	94
Асиат	94
бæласы	94
зæгъыс	94
мемæ	94
могу	94
наш	94
Ног	94
сæрибар	94
ссардта	94
тæригъæд	94
Там	94
те	94
фæд	94
Цард	94
чего	94
Арсены	93
бæхы	93
бонмæ	93
друга	93
кæ	93
кæнай	93
кæсынц	93
кусын	93
опять	93
сæхæдæг	93
фæндон	93
Æнгæсы	92
æруагъта	92
буц	92
дæумæ	92
дзырдтæ	92
донæй	92
куыстæй	92
мальчик	92
мауал	92
нæхи	92
По	92
рцыд	92
уæлхъус	92
уадзы	92
уыдæттæ	92
уыйбæрц	92
фæйнæрдæм	92
хотел	92
3	91
æппæты	91
всю	91
газет	91
зæрдиагæй	91
кæрæдзимæ	91
кæстæр	91
Ноджы	91
æвиппайды	90
The	90
афарста	90
ахуыры	90
бафтыдта	90
бонæй	90
дæтты	90
домой	90
йæхиуыл	90
каждый	90
нау	90
никæй	90
ныууагъта	90
Тогда	90
Хур	90
чиныджы	90
дни	89
судзгæ	89
тому	89
тохы	89
точно	89
тызмæг	89
уарзын	89
фæкодтой	89
5	88
æлдары	88
have	88
then	88
Абон	88
бадт	88
маймулиты	88
никто	88
ними	88
Петрович	88
почти	88
райгуырæн	88
хонынц	88
хъысмæт	88
Элизæ	88
январь	88
where	87
бацыдысты	87
лицо	87
минуты	87
мит	87
рæзты	87
Уыдис	87
фыссæг	87
1985	86
æмбарын	86
æцæгæй	86
when	86
аххос	86
Генри	86
махæн	86
рыбу	86
сæххæст	86
сарæзта	86
сахаты	86
стали	86
фæуæд	86
хорошо	86
хотя	86
хуыцау	86
хъæумæ	86
хъуысы	86
цæссыг	86
цæуынц	86
цардысты	86
ци	86
гыццыл	85
дур	85
знаг	85
фыста	85
Хæрдмæ	85
хъуыди	85
But	84
out	84
there	84
адæмон	84
базыдтон	84
быдыры	84
зыдтой	84
куд	84
ныхасмæ	84
пор	84
Старик	84
уагъта	84
хид	84
æввахс	83
æмбæлы	83
like	83
арвы	83
Ах	83
ДÆ	83
дарын	83
изæр	83
Мæгуыр	83
махмæ	83
Нырма	83
сказать	83
скъолатæ	83
стырдæр	83
уыдзысты	83
хæрын	83
цæф	83
эту	83
4	82
æрлæууыд	82
афтид	82
бæхыл	82
быны	82
дæр-иу	82
иугæр	82
которая	82
море	82
ныхасæй	82
сæйраг	82
сæртæ	82
самом	82
сказала	82
сэр	82
уæртæ	82
уыдзæни	82
фæдæн	82
фал	82
цæхгæр	82
циу	82
æнцон	81
what	81
алыхуызон	81
ацыдысты	81
голос	81
Исахан	81
кæфы	81
канд	81
лæгтæ	81
мæрдты	81
ныл	81
сусæг	81
тæф	81
Тедо	81
уарзы	81
Уымæ	81
фыдæлты	81
хи	81
Чызг	81
one	80
адæммæ	80
алчидæр	80
ахæстоны	80
большой	80
зæрдæйæ	80
кæнынæн	80
къуымы	80
лæппутæ	80
ленк	80
мæнг	80
мое	80
пайда	80
свете	80
спросил	80
тарст	80
твой	80
Только	80
уæлдайдæр	80
уотæ	80
фыдбылыз	80
хуыцауы	80
цæмæ	80
цæсгомыл	80
цины	80
æрхаста	79
архайдта	79
базыртæ	79
бинонты	79
дæлæмæ	79
иначе	79
курдиат	79
куыдз	79
нырмæ	79
одного	79
сколько	79
стало	79
Тагъд	79
такие	79
уыдтæ	79
хъару	79
цъиу	79
æххуыс	78
up	78
бабæй	78
байдзаг	78
глаз	78
давно	78
дунейыл	78
июнь	78
которой	78
къах	78
лæвар	78
ныхæстæй	78
одно	78
прямо	78
слишком	78
талынг	78
Уадз	78
уазæг	78
Ус	78
фæсте	78
худы	78
хуымæтæджы	78
хъусы	78
Цæрай	78
цух	78
æвзагæй	77
æхе	77
still	77
were	77
амал	77
арвыл	77
бæндæн	77
Барсагата	77
демæ	77
какой	77
науæд	77
нывтæ	77
оно	77
рахиз	77
Сæрмæт	77
семæ	77
такое	77
Уæвгæ	77
уалдзæг	77
уынаффæ	77
фæкæны	77
фос	77
хозяин	77
этих	77
Андо	76
Беци	76
кæддæриддæр	76
коммæ	76
науы	76
ратт	76
фенын	76
фыны	76
фыр	76
Цæвиттон	76
æнæмæнг	75
heart	75
will	75
ай	75
амондджын	75
ахуыргонд	75
бæлæгъ	75
бæстæм	75
бæстон	75
баззадысты	75
бузныг	75
гом	75
должен	75
дуармæ	75
знает	75
йæхицæй	75
кæсалги	75
мæлæты	75
нысан	75
уыдта	75
хурмæ	75
хъæбысы	75
Чермен	75
Барбис	74
зæххæй	74
ЙÆ	74
кадджын	74
кастæн	74
куынæ	74
лагеры	74
литературæйы	74
М	74
мать	74
НÆ	74
немного	74
одной	74
рæстæгмæ	74
рис	74
сæрмагонд	74
скоро	74
Советон	74
тæссаг	74
Том	74
уат	74
фæрсы	74
фæцæуы	74
федтой	74
фехъусын	74
хæссын	74
хицауад	74
Цалдæр	74
Цас	74
7	73
9	73
æртыккаг	73
воду	73
дардмæ	73
дуары	73
зымæг	73
къамыры	73
къорд	73
мистер	73
Поэт	73
риу	73
рыбы	73
уон	73
Уыд	73
Фæстæмæ	73
цинæй	73
17	72
6	72
æвзонг	72
бог	72
говорил	72
дæсны	72
деле	72
Дзыллæ	72
донмæ	72
другие	72
Къоста	72
ноябрь	72
ответил	72
пусть	72
сделать	72
Синдбада	72
Тугъан	72
удæн	72
фæндыр	72
фыссын	72
хо	72
цæуылнæ	72
цал	72
æвзагмæ	71
Байри	71
Ведь	71
Владимир	71
Зæрдæ	71
иронау	71
Кавказы	71
которого	71
лæууынц	71
номæй	71
охыл	71
сæфт	71
уæды	71
Уайтагъд	71
уынын	71
Фæлтау	71
хæцыд	71
хъæлæсы	71
хъуыста	71
цурмæ	71
Цыдæр	71
адджын	70
других	70
Ему	70
зынг	70
зынд	70
капитан	70
куда	70
курын	70
лæгæй	70
небо	70
Нур	70
рæвдз	70
самого	70
сындæггай	70
тыхст	70
уад	70
уарзты	70
уынгты	70
Фаризет	70
фын	70
хæлæрттæ	70
цæугæ	70
цыдис	70
чызджытæ	70
эта	70
æмбырд	69
æрцыдысты	69
айста	69
акодтой	69
ард	69
арты	69
вокруг	69
глазами	69
говорит	69
Горен	69
дар	69
жить	69
кæнид	69
лæвæрдта	69
минут	69
нæл	69
нæхимæ	69
наших	69
Ни	69
ныллæг	69
одна	69
От	69
отец	69
тынтæ	69
фехъуыстон	69
фыдæлтæ	69
цытæ	69
æмбал	68
апрель	68
ардыгæй	68
барæй	68
бахаста	68
бахъуыд	68
Дæхи	68
дзых	68
Еще	68
земле	68
зынгæ	68
ингæны	68
иуварс	68
кæрæдзийæн	68
кæсаг	68
коня	68
никæмæн	68
ой	68
риуыл	68
фæуа	68
Хуссар	68
хъавыд	68
æрдæг	67
дзаума	67
дзыхы	67
ДУЛИТЛ	67
души	67
женщина	67
зæрды	67
иннæмæй	67
Йæхæдæг	67
кæндзыстæм	67
казалось	67
мæсыджы	67
Мæхи	67
мыггагæй	67
Наконец	67
нельзя	67
Никъала	67
образом	67
путь	67
Рæстдзинад	67
слово	67
стут	67
судзы	67
То	67
уагътой	67
уыйас	67
фæлтау	67
фæуыдзæн	67
хæстæгдæр	67
хъусын	67
хъуыддагыл	67
æнæбары	66
mp3	66
амард	66
бур	66
времени	66
дидинджытæ	66
Ехх	66
зæд	66
зонадон	66
кæндзынæ	66
Кæсы	66
кого	66
маймули	66
начал	66
рагъуди	66
стъалы	66
фæхицæн	66
хæдзарæй	66
хъæд	66
10	65
æнæнхъæлæджы	65
æрра	65
more	65
видно	65
дзурынц	65
Зæххыл	65
землю	65
нывгæнæг	65
ныхъхъæр	65
рахаста	65
рахызт	65
Се	65
сон	65
Татьяна	65
фысджыты	65
час	65
чтоб	65
æвзаджы	64
æрбадт	64
who	64
адæмыл	64
дзул	64
дней	64
из-за	64
къухтæй	64
лæууыдысты	64
ласы	64
ль	64
Маттео	64
место	64
Нæу	64
национ	64
ничиуал	64
ноджыдæр	64
ныккодта	64
ранмæ	64
рукой	64
схæццæ	64
сылгоймæгтæ	64
таким	64
уадз	64
уалынмæ	64
хæстон	64
чызгæн	64
8	63
æгъдауæй	63
Æнæ	63
Æртæ	63
æфсымæры	63
æхсæвы	63
an	63
just	63
ахуыргæнæг	63
баззади	63
бынатмæ	63
декабрь	63
дин	63
женщины	63
кæуын	63
куыдзы	63
къахæй	63
любовь	63
мæстæй	63
мартъи	63
миты	63
Пусть	63
рыст	63
своем	63
Урс	63
уыдыстæм	63
фыдæй	63
хæлæг	63
что-то	63
12	62
æдылы	62
Æмæ-иу	62
æмбаргæ	62
æхсæн	62
never	62
азтæ	62
астæуккаг	62
бæлæстæ	62
бафынæй	62
бахауд	62
бахудт	62
буду	62
ветер	62
дзырдæй	62
еци	62
загътай	62
зард	62
кусджытæ	62
мæсыг	62
никуыма	62
ноги	62
рухсмæ	62
стоит	62
Уж	62
фарст	62
фелвæста	62
чуть	62
æнамонд	61
æркодта	61
æхцон	61
And	61
Tatyana	61
them	61
Адæмы	61
ахæмы	61
баурæдта	61
буары	61
воды	61
вперед	61
заман	61
комнату	61
которую	61
лесу	61
мир	61
наши	61
низ	61
райдиан	61
сегодня	61
сердца	61
сывæллæттæ	61
Таймураз	61
уазджытæ	61
уарзондзинад	61
уатмæ	61
Фæстагмæ	61
фсымæр	61
хастой	61
хин	61
хъазт	61
цыргъ	61
язык	61
æнкъардæй	60
æппын	60
æрхъуыды	60
агъоммæ	60
аззад	60
ахуыргæнæн	60
бæхсныг	60
Базелы	60
бацыди	60
говорить	60
двух	60
думать	60
дуртæ	60
ИРОН	60
кæнун	60
Кæны	60
Мад	60
Муссæ	60
ницæмæ	60
ныхæстæм	60
Под	60
пошел	60
про	60
сæрæн	60
саст	60
сыхаг	60
сюда	60
уæрæх	60
уаг	60
фæйнæ	60
хоны	60
хор	60
хъуыдыты	60
цæхæр	60
цæхæрадоны	60
цардмæ	60
Цом	60
чъизи	60
æнусы	59
адæймагæн	59
бирæтæ	59
бынатæй	59
быстро	59
вами	59
всё	59
дæттын	59
дардтой	59
Диссаг	59
До	59
Ее	59
Иунæг	59
кæимæ	59
кæцы	59
кажется	59
ко	59
которых	59
литературон	59
мæхицæн	59
марды	59
Морис	59
Науæд	59
нур	59
радтон	59
раивта	59
Сæргæндты	59
ссæдз	59
сторону	59
сыфмæ	59
уæй	59
уыдзынæн	59
уыдоныл	59
фæзынди	59
фæндтæ	59
фарн	59
хæхтæ	59
худинаг	59
худт	59
хъæбул	59
хъазы	59
æбуалгъ	58
æгъгъæд	58
æрцахстой	58
æфсад	58
Æхсæв	58
would	58
Абаци	58
бабын	58
баппæрста	58
Боран	58
вышел	58
две	58
дела	58
дня	58
доме	58
дынджыр	58
Зæхх	58
заманы	58
кæрæдзиуыл	58
къухты	58
лæвæрд	58
мыггагмæ	58
номдзыд	58
первый	58
рацыди	58
си	58
слезы	58
уыдонимæ	58
ф	58
хауы	58
цырагъ	58
æфсымæр	57
алкæмæн	57
ахуыргæнджыты	57
бæлæгъи	57
бæлæсты	57
дверь	57
дзæгъæл	57
еу	57
зон	57
зонынц	57
иннæрдæм	57
йедтæмæ	57
кæннод	57
калы	57
Куыддæр	57
Лæджы	57
любви	57
молодой	57
Нафи	57
почему	57
равдыста	57
ссыд	57
Тут	57
уац	57
хæстмæ	57
хицауы	57
æнцой	56
æфсон	56
æфхæрд	56
through	56
too	56
ауагъта	56
базонын	56
баххуыс	56
взаг	56
взял	56
гæххæтт	56
Де	56
зæгъай	56
Кæдæм	56
кæнгæ	56
ке	56
корабль	56
къухмæ	56
къуырийы	56
любил	56
махæй	56
могли	56
ницуал	56
номыл	56
ныццавта	56
райсомæй	56
рухсæй	56
сæн	56
салдат	56
среди	56
сусæгæй	56
сылгоймæгты	56
Татянæ	56
фæдæ	56
фæдзырдта	56
фæллой	56
фæсмон	56
фысым	56
хæхты	56
хуыссы	56
21	55
æгасæй	55
æмхуызон	55
æнцондæр	55
æрдзы	55
æрхауд	55
æхгæд	55
арвмæ	55
бæстыл	55
былтæ	55
далеко	55
зондæй	55
ивгъуыд	55
кæрæдзийыл	55
Кобета	55
къæбæр	55
назад	55
партийы	55
понял	55
Рæсугъд	55
Синдбады	55
тæрсын	55
Уæрæсейы	55
фыстæг	55
Хилл	55
Хъæуы	55
хъустыл	55
цардæн	55
He	54
алцы	54
аууон	54
ахуыргæнджытæ	54
бадти	54
баиу	54
бакæнын	54
бандоныл	54
бацамыдта	54
биццеу	54
вовсе	54
гор	54
кæуы	54
моего	54
никого	54
ницæмæй	54
Ома	54
ПИРС	54
пред	54
прежде	54
рацыдысты	54
саби	54
сарæзтой	54
словно	54
Сымах	54
Уæйыг	54
усмæ	54
